,slug,name,last_name,profile_picture,company_picture,company_name,company_role,bio,verticals,vertical
364,juliana-mello,Juliana,Mello,SnVsaWFuYSBNZWxsbyAzNzMgNjMxODk=.jpeg,,,,,['PM'],gestão de produtos
365,vitor-hugo,Vitor,Hugo,Vml0b3IgSHVnbyBNYXJhbm8gMTU0OTYgNzgzNzI=.jpeg,Vml0b3IgSHVnbyBNYXJhbm8gMTU0OTYgMzEwMjMgY29tcA==.png,GetNinjas,Lead Product Designer,,['UX'],design
366,jaqueline-morais,Jaqueline,Morais,SmFxdWVsaW5lIE1vcmFpcyAyNTcgNzk0NTggYWRt.jpeg,,,,,['UX'],design
367,joao-henrique-chaer-dib-netto,João,Henrique,Sm/Do28gSGVucmlxdWUgQ2hhZXIgRGliIE5ldHRvIDMyIDEyMjUwIGFkbQ==.jpeg,,BLU365,Head of Data Science & Finanças,"Head de Data Science e Finanças, com experiência em empresas como BLU365, Braskem e Itaú BBA, João é formado em Economia pela FGV, com Mestrado também em economia pela USP e especialização em Business Analytics pela ColumbiaX.
",['DS'],ciência de dados
368,david-carvalho-dimon,David,Carvalho,RGF2aWQgQ2FydmFsaG8gRGltb24gMzY2OCA5NjE5NA==.jpeg,,Playmatch,Senior Front-end developer,,['WD'],programação
369,bianca-faraj,Bianca,Faraj,QmlhbmNhIEZhcmFqIDI2IDgwMDM3IGFkbQ==.jpeg,QmlhbmNhIEZhcmFqIDI2IDgzMjA4X2FkbQ==.jpeg,Nubank,Design Manager,"Design Manager com experiência em empresas como Nubank, Banco BMG e Accenture Brasil, Bianca é formada em Design Gráfico e Comunicação Visual e possui Pós Graduação em Gestão da Comunicação em Mídias Digitais pelo SENAC.",['UX'],design
370,geovane-zanetti,Geovane,Zanetti,R2VvdmFuZSBaYW5ldHRpIDE3ODg1IDg1Njg=.jpeg,R2VvdmFuZSBaYW5ldHRpIDE3ODg1IDg3MDIwIGNvbXA=.png,Corti,Product Marketing Manager,"Tenho mais de 15 anos de experiência em empresas B2B, sendo 5 como Product Manager e desde 2021 oficialmente como Product Marketing Manager.",['PM'],gestão de produtos
371,bruno-giannella,Bruno,Giannella,QnJ1bm8gR2lhbm5lbGxhIDEwMzQ3IDg5NDgy.jpeg,QnJ1bm8gR2lhbm5lbGxhIDY0NCAyOTY4OF9hZG0=.jpeg,Awari,Diretor,"People Operations & Strategy Leader com experiência em empreas como Stripe, EY e Mazars, Bruno é formado em Administração e possui MBA pela FGV.",['CONSULTANT'],carreira
372,filipe-nzongo,Filipe,Nzongo,RmlsaXBlIE56b25nbyAzNTQgMzYzMg==.jpeg,RmlsaXBlIE56b25nbyA1MyAyNzM1MF9hZG0=.jpeg,,,,['UX'],design
373,tercio-cassiano,Tercio,Cassiano,VGVyY2lvIENhc3NpYW5vIDMzMiAxMg==.jpeg,,Alinea Health,Senior Product Manager,,['PM'],gestão de produtos
374,leticia-okada,Letícia,Okada,TGV0w61jaWEgT2thZGEgNjU1IDg4MTkgYWRt.jpeg,,,,,['CONSULTANT'],carreira
375,raphael-pizzi,Raphael,Pizzi,UmFwaGFlbCBQaXp6aSA4MTYgNTgxMQ==.jpeg,,,,,['PM'],gestão de produtos
376,joao-souza,João,Souza,Sm/Do28gU291emEgMjc4ODYgMzkwOTI=.png,Sm/Do28gU291emEgMjc4ODYgMTU3MjIgY29tcA==.png,Will Bank,Engenheiro de Dados Especialista,"Apaixonado dados. Comecei a minha carreira como DBA em 2019 e nos ultimos 5 anos me especializei em projetos de construção de data lake, atuando desde a concepção da arquitetura ate a implementaçao. Usando a stack da AWS, python, spark, airflow...",['DS'],ciência de dados
377,thais-millanez,Thaís,Marangoni Millanez,VGhhaXMgTWlsbGFuZXogMjYgODg0MjU=.png,VGhhw61zIE1hcmFuZ29uaSBNaWxsYW5leiAyNiA5ODE1NyBjb21w.jpeg,TMM Psicologia e Carreira Ltda,Consultora de Carreira e Mentora de Carreira l Psicóloga clínica l Coach ,"Sou Thaís, psicóloga de formação, tenho MBA em Gestão de Pessoas, certificações de Assessments e outras especializações na área clínica.
Tenho 21 anos de experiência com Recursos Humanos sendo maior profundidade em Recrutamento e Seleção.
Decidi empreender em 2021, e atualmente me dedico a trabalhos de Mentoria de Carreira, Processos de Coaching, Psicóloga clínica e demais serviços de consultorias como Palestras, Assessment, Rodas de Conversa. 
Minha missão é ajudar as pessoas no processo de autoconhecimento, fortalecimento emocional e bem-estar, além de compreenderem seus propósitos e serem mais felizes e conscientes com suas escolhas.
Conte comigo para sua jornada de desenvolvimento!",['CONSULTANT'],carreira
378,alan-pazetto,Alan,Pazetto,QWxhbiBQYXpldHRvIDM0OTM1IDQwNzQw.jpeg,QWxhbiBQYXpldHRvIDM0OTM1IDc4MzEyIGNvbXA=.png,iFood,Staff Engineer / Especialista Front End,"Trabalho com Front End há mais de 14 anos, atuei por muito tempo em agências de publicidade trabalhando com o bom e velho feijão com arroz: HTML, CSS, JS e PHP, usando as boas e velhas libraries como jQuery e Bootstrap. 

No entanto, nos últimos 6 anos tenho focado minha carreira no frameworks modernos e aprofundado cada dia mais em React, Angular, NodeJS para criação de ferramentas. 

Neste momento atuo como Especialista no iFood, trabalhando em diversas frentes que envolvem Front End, Continuos Integration e Continuos Deploy, Developer Experience, ferramentas e padrões internos até mentorias e conselhos de carreira para meus pares.",['WD'],programação
379,eduardo-silva,Eduardo,Silva,RWR1YXJkbyBTaWx2YSAzOTE0IDIxOTQx.jpeg,,,,,['PM'],gestão de produtos
380,jeff-monteiro,Jeff,Monteiro,SmVmZiBNb250ZWlybyAzMzUgNzM1OTE=.png,,,,,['UX'],design
381,antonio-neto,Antônio,Neto,QW50w7RuaW8gTmV0byAxNzg4NyA0NzgxMA==.jpeg,QW50w7RuaW8gTmV0byAxNzg4NyA5MTE5IGNvbXA=.jpeg,Minu,Head de Produtos,,['PM'],gestão de produtos
382,bruna-amorim,Bruna,Amorim,QnJ1bmEgQW1vcmltIDIyMjMwIDQ3NDY1.jpeg,,Awari,Mentora de Carreira,"Psicóloga, com experiência em desenvolvimento e recrutamento de pessoas em diversos cargos e segmento. 
Atualmente, trabalho com o desenvolvimento de pessoas, voltado para área de Tecnologia, Design, PMO e áreas correlatas. ",['CONSULTANT'],carreira
383,fernanda-magalhaes,Fernanda,Magalhães,RmVybmFuZGEgTWFnYWxow6NlcyAxNTQ5NSAxMDkyMQ==.jpeg,RmVybmFuZGEgTWFnYWxow6NlcyAxNTQ5NSA5OTA3NyBjb21w.png,Zé Delivery,Product Designer ,,['UX'],design
384,felipe-belarmino,Felipe,Belarmino,RmVsaXBlIEJlbGFybWlubyAzNzA5OCAyNTQyMw==.jpeg,RmVsaXBlIEJlbGFybWlubyAzNzA5OCAyMTEzIGNvbXA=.jpeg,Avanade,Analista Full Stack Developer,"Desenvolvedor full stack pleno, com experiência na TOTVS e Avanade Brasil, graduando em Tecnologia da Informação pela UNIVESP, cursos de especialização em Javascript e Node Js pela Trybe e Digital House. Espero ajudá-los, passando o conhecimento que adqui até aqui, dentre soft skills e hard skills necessárias para o bom desenvolvimento no dia a dia do programador.",['WD'],programação
385,gustavo-de-paula-perl,Gustavo,Perl,R3VzdGF2byBkZSBQZXJsIDIzMDkwIDU1OTI0.jpeg,,Too Seguros,Especialista em Ciência de Dados,"A Data Science Specialist completely passionate about Math, Computing and Statistics, with solid and deep knowledge in Python, R, Machine Learning and Deep Learning. I believe in the correct use of Data Science, math arguments, statistical embasement and computational development to identify opportunities for leveraging data to drive any business solutions and help to increase revenue or any kind of business metric available.",['DS'],ciência de dados
386,henrique-marques,Henrique,Marques,SGVucmlxdWUgTWFycXVlcyAxMTI0MiA0Nzg1MA==.png,,,,,['WD'],programação
387,renato-guimaraes,Renato,Guimarães,UmVuYXRvIEd1aW1hcsOjZXMgOTcxIDE2MzEy.jpeg,UmVuYXRvIEd1aW1hcsOjZXMgOTcxIDU4NDY3IGNvbXA=.png,unico.io,Engineering Staff Manager,"Engineering Staff Manager na unico.io

Renato é atualmente Engineering Staff Manager na unico. Trabalha com software há 17 anos e tem como especialidade liderança de pessoas, transformação digital e formação de times de engenharia de software. Seu grande foco é em construir o melhor ambiente possível para que seu time tenha autonomia e possibilidade de criar as melhores soluções possíveis.",[],carreira
388,vitor-amorim,Vitor,Amorim,Vml0b3IgQW1vcmltIDEzOCA1MzE0OCBhZG0=.jpeg,,Globo | Globoplay,UX Design Lead,,['UX'],design
389,juliane-rodrigues-xavier,Juliane,Rodrigues Xavier,SnVsaWFuZSBSb2RyaWd1ZXMgWGF2aWVyIDU1IDExNTM0IGFkbQ==.jpeg,SnVsaWFuZSBSb2RyaWd1ZXMgWGF2aWVyIDEzNzQwIDM0MzA0IGNvbXA=.jpeg,,,,['CONSULTANT'],carreira
390,fabricio-kassick,Fabricio,Kassick,RmFicmljaW8gS2Fzc2ljayA2MyA1OTUwNSBhZG0=.jpeg,RmFicmljaW8gS2Fzc2ljayAzNzAgMTUyMDkgY29tcA==.jpeg,Americanas S.A.,Product Design Manager,"An award-winning designer with more than 20 years of experience in different industries. Graduated in Advertising & Digital Game Design. Fabricio has also studied Interaction Design, Gamification, and Game Marketing and is an active member of the Interaction Design Foundation. Worked in various agencies, such as Geometry Global, Loducca, Havas Worldwide. Past experience also includes Magalu, the second-largest Brazilian online retailer and AMARO, a fashiontech company and leader in innovation in LATAM, as well as instructing as a UX Design Professor at Miami Ad School. Fabricio has developed numerous digital projects for relevant clients, such as HSBC, Santander, Capcom, PWC, Caterpillar, Leroy Merlin, Sephora, Coca-Cola, Nestlé, Lenovo, Stand Up to Cancer, Mitsubishi, Mattel, MTV, Fox Films and Red Bull.",['UX'],design
391,renan-santana,Renan,Santana do Nascimento,UmVuYW4gU2FudGFuYSAzNjAgODk1MTg=.jpeg,UmVuYW4gU2FudGFuYSA1NiA4OTYzMF9hZG0=.jpeg,Carrefour,Product Designer ,"Sempre, um pouco mais.",['UX'],design
392,tayna-fujishima,Tayná,Fujishima,VGF5bsOhIEZ1amlzaGltYSAyMiA0NDAzNSBhZG0=.jpeg,,,,,"['UX', 'PM']",design
